adm1,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,tree_cover_loss_per_state_area
Negeri Sembilan,2012,24582.933465213853,3.6767773654223532
Pahang,2012,93638.65133094788,2.6126855840108223
Perak,2012,25397.43115787272,1.2072169958110428
Perlis,2012,637.0278885316864,0.778762699916487
Pulau Pinang,2012,672.0124278194261,0.6511748331583587
Putrajaya,2012,12.908588677104087,0.2634405852470222
Sabah,2012,104650.12955002836,1.4160279490965084
Sarawak,2012,268502.7892362424,2.1574980453049184
Selangor,2012,7759.502980364656,0.9783763687258423
Terengganu,2012,16893.23157330198,1.3035906762328866
Johor,2013,24984.69975208846,1.3079625040356224
Kedah,2013,7335.540391353272,0.7764941665452813
Kelantan,2013,16593.890789307687,1.0988603926433804
Kuala Lumpur,2013,1.6132366025058325,0.006638833755168035
Labuan,2013,17.390304139152537,0.18902504499078843
Melaka,2013,1403.8009279331861,0.8497584309522919
Negeri Sembilan,2013,10914.65503499602,1.632464109332339
Pahang,2013,42558.24803179585,1.1874511169585895
Perak,2013,17761.36463854949,0.8442515751758479
Perlis,2013,372.9108923276449,0.4558812864641135
Pulau Pinang,2013,354.82134363491895,0.343819131429185
Putrajaya,2013,6.531134900655655,0.1332884673603195
Sabah,2013,65539.72291401855,0.8868224035778651
Sarawak,2013,128694.51545797184,1.0340978815595843
Selangor,2013,3549.1243555085366,0.44750023395644134
Terengganu,2013,13272.738280412015,1.0242100687099325
Johor,2014,49796.944688563875,2.606896905484445
Kedah,2014,15644.40995798234,1.6560188375126854
Kelantan,2014,38713.92534021875,2.563666336018724
Kuala Lumpur,2014,55.31249981865948,0.2276234560438662
Labuan,2014,70.94090619487055,0.7710968064659842
Melaka,2014,5024.265001527528,3.041322640149835
Negeri Sembilan,2014,18280.92749303821,2.734209915201647
Pahang,2014,86751.95147828915,2.4205343604433356
Perak,2014,33900.31840226809,1.6113850367082465
Perlis,2014,508.715825854912,0.621901987597692
Pulau Pinang,2014,826.901859907448,0.8012614921583798
Putrajaya,2014,22.66680992608141,0.46258795767513083
Sabah,2014,137521.25598400662,1.8608093741070393
Sarawak,2014,229051.2209793453,1.8404932140307855
Selangor,2014,13558.342525885177,1.7095375773402064
Terengganu,2014,16298.854736439756,1.257724726941875
Johor,2015,31797.325393057235,1.6646071297799832
Kedah,2015,13411.427492802775,1.4196493588232006
Kelantan,2015,24416.491646328883,1.6168791236559752
Kuala Lumpur,2015,31.49655633661334,0.12961545817536355
Labuan,2015,79.36853132355057,0.8627014274298974
Melaka,2015,3120.452696356372,1.8888938839929612
Negeri Sembilan,2015,10458.94021630796,1.5643045492533592
Pahang,2015,62751.13899156685,1.750868833470057
Perak,2015,23935.471811559873,1.1377256303621959
Perlis,2015,258.29191789919344,0.3157602908303098
Pulau Pinang,2015,491.4208434097379,0.47618298780013363
Putrajaya,2015,25.817088411716178,0.5268793553411465
Sabah,2015,106917.41880327441,1.4467067926401063
Sarawak,2015,156136.7103143514,1.2546039028561555
Selangor,2015,5913.733120595481,0.7456478528048771
Terengganu,2015,14745.3175895367,1.1378437834351958
Johor,2016,45063.94374250313,2.3591217538741036
Kedah,2016,14905.69625992876,1.5778232518184356
Kelantan,2016,27173.93943692244,1.7994794673811296
Kuala Lumpur,2016,43.48010754125717,0.17893048370887724
Labuan,2016,119.50887531500656,1.2990095142935496
Melaka,2016,5324.0955095038935,3.2228181050265694
Negeri Sembilan,2016,16639.776194293838,2.488749056879126
Pahang,2016,99966.76677005224,2.7892513049679755
Perak,2016,32983.12221926655,1.5677879180181837
Perlis,2016,714.3764970274062,0.8733209010114991
Pulau Pinang,2016,726.2319070790788,0.7037130882549213
Putrajaya,2016,54.553884755500086,1.1133445868469405
Sabah,2016,113067.50847853917,1.5299240701252863
Sarawak,2016,178749.86513084575,1.4363071821909486
Selangor,2016,10237.564772335752,1.2908289966379716
Terengganu,2016,19782.680662337236,1.5265591991926257
Johor,2017,44063.889836077826,2.3067683926331184
Kedah,2017,16050.68710006776,1.699024780360724
Kelantan,2017,20603.60253394356,1.3643866322722706
Kuala Lumpur,2017,103.40464433306684,0.4255335157739376
Labuan,2017,36.84957944092746,0.40053890696660277
Melaka,2017,4385.567828650567,2.6547020754543382
Negeri Sembilan,2017,13601.3082934973,2.034296783352872
Pahang,2017,71776.82826992197,2.002701681638448
Perak,2017,30468.475223695776,1.4482591132092297
Perlis,2017,556.0816787099591,0.679806453190659
Pulau Pinang,2017,641.3312065455779,0.6214449675829242
Putrajaya,2017,45.71767076382164,0.9330136890575845
Sabah,2017,88766.27146909667,1.2011023959338691
Sarawak,2017,164696.34650870753,1.3233830705153637
Selangor,2017,9572.412788178608,1.2069616426905319
Terengganu,2017,18130.43323452252,1.3990611339241084
Johor,2018,32737.306593119705,1.7138156524510366
Kedah,2018,13978.703251588677,1.479697602581632
Kelantan,2018,23472.217297336018,1.5543485396553882
Kuala Lumpur,2018,62.45405771978161,0.2570125832089778
Labuan,2018,28.116231752088517,0.3056112146966143
Melaka,2018,3933.123168690685,2.380825162645693
Negeri Sembilan,2018,10539.544535397172,1.5763602356262598
Pahang,2018,59869.941737170986,1.6704782850773154
Perak,2018,22952.981637341512,1.091024890072322
Perlis,2018,393.58760189147887,0.4811584375201453
Pulau Pinang,2018,457.1331645614083,0.44295849279206234
Putrajaya,2018,40.49251857307292,0.8263779300627127
Sabah,2018,92708.4021989468,1.2544436322654633
Sarawak,2018,151382.9756122599,1.2164062611972577
Selangor,2018,9035.980487798333,1.139324232479931
Terengganu,2018,16416.494968372182,1.266802605785337
Johor,2019,30412.50761780297,1.5921111725370627
Kedah,2019,11719.821161618964,1.2405865525160331
Kelantan,2019,26951.98050019889,1.7847811734453938
Kuala Lumpur,2019,29.268500440814176,0.12044650387166328
Labuan,2019,21.680290896224236,0.2356553358285243
Melaka,2019,3816.8004142329114,2.3104118730223435
Negeri Sembilan,2019,9672.258842574252,1.446643560061958
Pahang,2019,56670.88455836144,1.581218877186424
Perak,2019,22414.058701010767,1.065408247029697
Perlis,2019,1151.0255901049393,1.4071217482945468
Pulau Pinang,2019,462.80259615890577,0.4484521280609552
Putrajaya,2019,54.7075631345318,1.1164808802965676
Sabah,2019,90613.10267983837,1.2260919933946521
Sarawak,2019,118413.71766884628,0.9514886796317127
Selangor,2019,8603.582877225002,1.0848042967122686
Terengganu,2019,14396.38475226588,1.1109178757825358
Johor,2020,22594.26646744188,1.1828220326375185
Kedah,2020,8724.834754626569,0.9235561294195584
Kelantan,2020,15747.65543547838,1.042822027380861
Kuala Lumpur,2020,11.292741962091208,0.04647218914440827
Labuan,2020,32.71184727352838,0.3555635573209606
Melaka,2020,2812.3539498899017,1.7023934321367444
Negeri Sembilan,2020,6490.96147888076,0.9708288182591625
Pahang,2020,40947.84261575393,1.1425179301270627
Perak,2020,15674.81409107638,0.745071494014468
Perlis,2020,704.2478407993598,0.860938680683814
Pulau Pinang,2020,449.6794412074579,0.4357358926428856
Putrajaya,2020,23.97294670533841,0.4892438103130287
Sabah,2020,68313.24295094878,0.9243510899403116
Sarawak,2020,72370.44505905098,0.581517585708841
Selangor,2020,4700.125245043881,0.5926270640579853
Terengganu,2020,9176.60146952141,0.7081257403751379
Johor,2021,21402.765651497248,1.1204463224530024
Kedah,2021,7429.731289486929,0.7864646225772128
Kelantan,2021,18511.511193964743,1.2258467117386096
Kuala Lumpur,2021,14.595561418004833,0.060064038757221536
Labuan,2021,28.728605486928995,0.31226745094488034
Melaka,2021,2756.1632833571775,1.6683797114752892
Negeri Sembilan,2021,6086.2113328208725,0.9102918535478421
Pahang,2021,43939.60082941074,1.2259933267134693
Perak,2021,19237.549952383608,0.9144191440433315
Perlis,2021,217.1761867683752,0.26549656084153445
Pulau Pinang,2021,481.0189283435664,0.4661036127360139
Putrajaya,2021,31.34938308583972,0.6397833282824432
Sabah,2021,66593.19410211901,0.9010769931548902
Sarawak,2021,72720.55352374374,0.5843308091035327
Selangor,2021,7672.51270884144,0.9674079824538445
Terengganu,2021,10474.651970780367,0.8082916869187721
Johor,2022,15783.009101005897,0.8262490368027379
Kedah,2022,5634.213167057657,0.5964023676360387
Kelantan,2022,16883.829281699465,1.118060345785012
Kuala Lumpur,2022,8.219740963705242,0.03382609450084462
Labuan,2022,37.53800176295464,0.40802175829298526
Melaka,2022,1695.062509392524,1.0260668943054019
Negeri Sembilan,2022,5008.243647672657,0.7490642607945942
Pahang,2022,34213.74000915473,0.9546244422197191
Perak,2022,13018.478024000002,0.6188077775453942
Perlis,2022,190.0316432841701,0.23231252235228617
Pulau Pinang,2022,280.31556712827984,0.2716236115584107
Putrajaya,2022,14.906326337095413,0.3042107415733758
Sabah,2022,64220.835371221685,0.8689764474348031
Sarawak,2022,75323.39773912767,0.6052454197967688
Selangor,2022,3865.5260791351384,0.48739453778024694
Terengganu,2022,11949.756175970617,0.9221202389050557
Johor,2023,24700.850088932006,1.293102821114648
Kedah,2023,7387.760170866496,0.782021823951148
Kelantan,2023,22405.897249355334,1.4837359942623225
Kuala Lumpur,2023,12.29100695939372,0.05058027555306057
Labuan,2023,36.16004948155193,0.39304401610382533
Melaka,2023,1987.9995367850393,1.2033895501120093
Negeri Sembilan,2023,5853.849465371104,0.8755383585658247
Pahang,2023,44907.27315330856,1.2529931125365112
Perak,2023,17571.76318724612,0.835239242667845
Perlis,2023,217.77418458012104,0.26622760951115043
Pulau Pinang,2023,895.0674003448198,0.867313372427151
Putrajaya,2023,22.436270090865488,0.4578830630788875
Sabah,2023,81566.63518220113,1.1036836325801194
Sarawak,2023,85124.47150448474,0.6839998995948987
Selangor,2023,5656.694948556069,0.713238551072509
Terengganu,2023,10308.621658795259,0.7954797174778346
Johor,2024,19268.0935348356,1.0086950861080306
Kedah,2024,6900.528277342364,0.730446520307226
Kelantan,2024,19724.693952450052,1.3061846203860705
Kuala Lumpur,2024,15.440724240751283,0.0635420750648201
Labuan,2024,19.38209270641087,0.21067492072185728
Melaka,2024,2102.778217521208,1.2728681704123535
Negeri Sembilan,2024,5846.592674547277,0.8744529875182885
Pahang,2024,38447.90095535902,1.0727650936205084
Perak,2024,14915.038296027647,0.7089570442070372
Perlis,2024,267.0810916405376,0.32650500200554716
Pulau Pinang,2024,385.2517488579506,0.3733059581956885
Putrajaya,2024,18.05656650688489,0.36850135728336514
Sabah,2024,75671.40734272884,1.023914907755045
Sarawak,2024,79341.30977556793,0.6375305122141882
Selangor,2024,4768.749636717161,0.6012797423675653
Terengganu,2024,14841.276145015152,1.1452485643194037
Johor,2025,19540.05448777432,1.0229323886385886
Kedah,2025,6671.602888209452,0.7062139185148144
Kelantan,2025,17487.715365980916,1.158050153366063
Kuala Lumpur,2025,19.281650261833637,0.0793483549869697
Labuan,2025,29.87810269435059,0.3247619858081586
Melaka,2025,1988.262903755989,1.203548973217911
Negeri Sembilan,2025,5488.048002562346,0.8208268026566476
Pahang,2025,33968.50889858244,0.9477820563220546
Perak,2025,14637.650018943272,0.6957719373962958
Perlis,2025,193.32390695746295,0.2363372945690256
Pulau Pinang,2025,472.35749610842913,0.4577107520430515
Putrajaya,2025,17.595372691903886,0.35908923861028336
Sabah,2025,62369.40847314347,0.8439246654192394
Sarawak,2025,85875.70308301123,0.6900362639352937
Selangor,2025,4527.5672268025655,0.5708696541170806
Terengganu,2025,9966.971940959633,0.7691158222825553
