Country / Territory,Year,Event Name,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,locality,Longtitude,Latitude
Malaysia,2020,Malaysia: Floods - West Malaysia (Terengganu) - 19/12/2020,7852,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2021,Malaysia: Flood - Kelantan (Gua Musang) - 23/04/2021,100,Weather related,Flood,Flood,Gua Musang,101.9638,4.8823
Malaysia,2021,"Malaysia: Flood -  Johor, Kelantan and Terengganu - 03/12/2021",135,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2021,"Malaysia: Flood - Malacca, Sabah and Sarawak - 17/05/2021",5645,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2021,"Malaysia: Flood - Johor, Sabah and Sarawak - 02/09/2021",568,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2021,Malaysia: Flood - Perak - 29/06/2021,19,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2021,Malaysia: Flood - Perak - 13/09/2021,13,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2021,Malaysia: Flood - West Malaysia (Perak/3 Districts) - 03/01/2021,1154,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2021,Malaysia: Flood - Western Malaysia (Pahang/Kuantan) - 26/03/2021,128,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2021,Malaysia: Flood -  Kedah - 14/12/2021,23,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2021,"Malaysia: Flood - Johor, Kedah, Perak, Selangor - 28/09/2021",439,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2021,Malaysia: Flood - Johor - 26/07/2021,6,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2021,Malaysia: Flood - West Malaysia (Selangor/2 Districts) - 03/01/2021,183,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2021,Malaysia: Flood - Malacca and Pahang - 12/07/2021,241,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2021,Malaysia: Flood - 6 States - 16/08/2021,539,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2021,Malaysia: Flood - 6 States - 21/10/2021,1414,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2021,"Malaysia: Flood - Johor, Pahang, Kelantan, Terengganu and Sabah - 04/01/2021",42947,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2021,Malaysia: Flood - 8 States - 29/10/2021,1234,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2021,Malaysia: Flood - 5 States - 19/11/2021,621,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2021,Malaysia: Flood - 10 States - 16/12/2021,68311,Weather related,Flood,Flood,Unknown/National,102.2428,3.9559
Malaysia,2022,Malaysia: Flood - Pahang - 25/02/2022,92,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2022,Malaysia: Flood - Perak - 15/03/2022,14,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Johor - 10/03/2022,198,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Landslide - Kuala Lumpur - 10/03/2022,2,Weather related,Mass Movement,Landslide/Wet mass movement,Kuala Lumpur,101.6869,3.139
Malaysia,2022,Malaysia: Flood - Kelantan - 26/02/2022,8843,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2022,Malaysia: Flood - Kuala Lumpur - 08/03/2022,590,Weather related,Flood,Flood,Kuala Lumpur,101.6869,3.139
Malaysia,2022,Malaysia: Flood - Perak - 08/03/2022,15,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Selangor - 08/03/2022,1129,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Negeri Sembilan - 08/03/2022,22,Weather related,Flood,Flood,Seremban,101.9378,2.7258
Malaysia,2022,Malaysia: Flood - Selangor - 24/06/2022,31,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Landfire - Pulau Pinang - 18/01/2022,54,Weather related,Wildfire,Wildfire,Timur Laut,100.2917,5.4056
Malaysia,2022,Malaysia: Storm - Perak - 31/01/2022,5,Weather related,Storm,Storm,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Thunderstorm - Selangor - 28/01/2022,39,Weather related,Storm,Storm,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Wildfire - Sabah and Johor - 21/01/2022,121,Weather related,Wildfire,Wildfire,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Landslide - Selangor - 18/01/2022,50,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Storm - Malacca - 22/02/2022,13,Weather related,Storm,Storm,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Storm - Pahang - 23/02/2022,28,Weather related,Storm,Storm,Kuantan,103.3256,3.8126
Malaysia,2022,Malaysia: Flood - Pahang - 15/02/2022,74,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2022,Malaysia: Flood - Terengganu - 15/02/2022,4,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2022,Malaysia: Flood - Pahang - 18/03/2022,612,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2022,Malaysia: Thunderstorm - Selangor - 22/02/2022,7,Weather related,Storm,Storm,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Terengganu - 26/02/2022,17522,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2022,Malaysia: Flood - Malacca - 09/03/2022,43,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Flood - Johor - 04/05/2022,180,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Kedah - 15/03/2022,8,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2022,Malaysia: Storm - Selangor - 24/03/2022,4,Weather related,Storm,Storm,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Landslide - Selangor - 31/03/2022,14,Weather related,Mass Movement,Landslide/Wet mass movement,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Johor - 12/04/2022,137,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Johor - 26/04/2022,34,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Kedah - 02/06/2022,541,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2022,Malaysia: Flood - Perlis - 09/05/2022,17,Weather related,Flood,Flood,Perlis,100.2048,6.4449
Malaysia,2022,Malaysia: Flood - Negeri Sembilan - 17/05/2022,113,Weather related,Flood,Flood,Seremban,101.9378,2.7258
Malaysia,2022,Malaysia: Flood - Selangor - 17/05/2022,43,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Perak - 25/05/2022,231,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Selangor - 25/05/2022,22,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Kedah - 05/07/2022,1424,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2022,Malaysia: Flood - Johor - 21/08/2022,86,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Perak - 29/08/2022,58,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Selangor - 29/08/2022,241,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flash flood - Kedah (Baling) - 06/09/2022,128,Weather related,Flood,Flood,Baling,100.9169,5.6766
Malaysia,2022,Malaysia: Flood - Johor (Pontian) - 22/09/2022,92,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2022,Malaysia: Flood - Johor (Batu Pahat) - 14/09/2022,481,Weather related,Flood,Flood,Batu Pahat,102.9288,1.8494
Malaysia,2022,Malaysia: Flood - Selangor (Klang) - 28/09/2022,56,Weather related,Flood,Flood,Klang,101.4456,3.0449
Malaysia,2022,Malaysia: Flood - Johor (Kluang) - 02/10/2022,80,Weather related,Flood,Flood,Kluang,103.3328,2.0251
Malaysia,2022,Malaysia: Flood - Perak (Kinta) - 04/10/2022,93,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Kedah (Langkawi) - 16/10/2022,62,Weather related,Flood,Flood,Langkawi,99.8,6.35
Malaysia,2022,Malaysia: Flood - Melaka (Jasin) - 12/10/2022,19,Weather related,Flood,Flood,Jasin,102.4316,2.3115
Malaysia,2022,Malaysia: Flood - Perlis (Perlis) - 16/10/2022,16,Weather related,Flood,Flood,Perlis,100.2048,6.4449
Malaysia,2022,Malaysia: Flood - Melaka (Alor Gajah) - 22/10/2022,284,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2022,Malaysia: Flood - Pahang (Lipis) - 23/10/2022,28,Weather related,Flood,Flood,Lipis,102.0534,4.1842
Malaysia,2022,Malaysia: Flood - Kedah (Kubang Pasu) - 26/10/2022,128,Weather related,Flood,Flood,Kubang Pasu,100.419,6.2629
Malaysia,2022,Malaysia: Flood - Johor - 02/08/2022,22,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Kedah - 02/08/2022,30,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2022,Malaysia: Flood - Selangor - 04/08/2022,12,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Storm - Melaka - 10/08/2022,20,Weather related,Storm,Storm,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Storm - Johor - 12/08/2022,90,Weather related,Storm,Storm,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Johor (Johor Bahru) - 25/09/2022,21,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Melaka - 18/09/2022,28,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Flood - Perak - 18/09/2022,32,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Negeri Sembilan - 24/09/2022,9,Weather related,Flood,Flood,Seremban,101.9378,2.7258
Malaysia,2022,Malaysia: Flood - Melaka (Melaka Tengah) - 28/10/2022,102,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Flood - Kedah (Kota Setar) - 28/10/2022,75,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2022,Malaysia: Flood - Johor (Segamat) - 02/11/2022,57,Weather related,Flood,Flood,Segamat,102.8158,2.5147
Malaysia,2022,Malaysia: Flood - Pahang (Lipis) - 03/11/2022,19,Weather related,Flood,Flood,Lipis,102.0534,4.1842
Malaysia,2022,Malaysia: Flood - Kedah (Baling) - 04/11/2022,65,Weather related,Flood,Flood,Baling,100.9169,5.6766
Malaysia,2022,"Malaysia: Flood - Perak (Larut, Matang dan Selema) - 04/11/2022",628,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2022,Malaysia: Flood - Kelantan (Pasir Mas) - 06/11/2022,2229,Weather related,Flood,Flood,Pasir Mas,102.1408,6.0401
Malaysia,2022,Malaysia: Flood - Kelantan (Gua Musang) - 07/11/2022,183,Weather related,Flood,Flood,Gua Musang,101.9638,4.8823
Malaysia,2022,Malaysia: Flood - Pahang (Raub) - 03/11/2022,574,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2022,Malaysia: Flood - Selangor (Klang) - 09/11/2022,1162,Weather related,Flood,Flood,Klang,101.4456,3.0449
Malaysia,2022,Malaysia: Flood - Selangor (Petaling) - 10/11/2022,622,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Flood - Johor (Kluang) - 12/11/2022,34,Weather related,Flood,Flood,Kluang,103.3328,2.0251
Malaysia,2022,Malaysia: Flood - Johor (Ledang) - 14/11/2022,98,Weather related,Flood,Flood,Ledang,102.5401,2.2683
Malaysia,2022,Malaysia: Flood - Johor (Pontian) - 13/11/2022,17,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2022,Malaysia: Flood - Melaka (Alor Gajah) - 11/11/2022,89,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2022,Malaysia: Flood - Perak (Kinta)- 13/11/2022,25,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2022,Malaysia: Flood - Selangor (Kuala Selangor) - 11/11/2022,541,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2022,Malaysia: Flood - Johor (Tangkak) - 14/11/2022,245,Weather related,Flood,Flood,Tangkak,102.5401,2.2683
Malaysia,2022,Malaysia: Flood - Selangor (Sabak Bernam) - 15/11/2022,40,Weather related,Flood,Flood,Sabak Bernam,100.9833,3.7667
Malaysia,2022,Malaysia: Flood - Negeri Sembilan (Rembau) - 17/11/2022,33,Weather related,Flood,Flood,Rembau,102.0911,2.5898
Malaysia,2022,Malaysia: Flood - Selangor (Kuala Langat) - 17/11/2022,238,Weather related,Flood,Flood,Kuala Langat,101.5005,2.8136
Malaysia,2022,Malaysia: Flood - Pahang (Temerloh) - 08/11/2022,175,Weather related,Flood,Flood,Temerloh,102.4176,3.4484
Malaysia,2022,Malaysia: Flood - Perak (Hilir Perak) - 13/11/2022,527,Weather related,Flood,Flood,Hilir Perak,100.9859,4.0041
Malaysia,2022,Malaysia: Flood - Selangor (Sepang) - 17/11/2022,970,Weather related,Flood,Flood,Sepang,101.7501,2.6953
Malaysia,2022,Malaysia: Flood - Johor (Pontian) - 02/10/2022,62,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2022,Malaysia: Flood - Johor (Kulai) - 02/10/2022,159,Weather related,Flood,Flood,Kulai,103.6009,1.6565
Malaysia,2022,Malaysia: Flood - Johor (Johor Bahru) - 11/10/2022,17,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2022,Malaysia: Flood - Kedah (Baling) - 09/10/2022,261,Weather related,Flood,Flood,Baling,100.9169,5.6766
Malaysia,2022,Malaysia: Flood - Kedah (Padang Terap) - 26/10/2022,74,Weather related,Flood,Flood,Padang Terap,100.6,6.25
Malaysia,2022,Malaysia: Flood - Negeri Sembilan (Kuala Pilah) - 19/10/2022,24,Weather related,Flood,Flood,Kuala Pilah,102.2487,2.7389
Malaysia,2022,Malaysia: Flood - Pahang (Raub) - 23/10/2022,22,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2022,Malaysia: Flood - Johor (Kulai) - 12/11/2022,194,Weather related,Flood,Flood,Kulai,103.6009,1.6565
Malaysia,2022,Malaysia: Flood - Pahang (Pekan) - 05/11/2022,6,Weather related,Flood,Flood,Pekan,103.3996,3.49
Malaysia,2022,Malaysia: Flood - Pahang (Cameron Highlands) - 17/11/2022,44,Weather related,Flood,Flood,Cameron Highlands,101.3801,4.4716
Malaysia,2022,Malaysia: Flood - Kedah (Kulim) - 11/11/2022,267,Weather related,Flood,Flood,Kulim,100.56,5.364
Malaysia,2022,Malaysia: Flood - Kedah (Bandar Baharu) - 11/11/2022,21,Weather related,Flood,Flood,Bandar Baharu,100.55,5.1333
Malaysia,2022,Malaysia: Flood - Kedah (Kubang Pasu) - 14/11/2022,10,Weather related,Flood,Flood,Kubang Pasu,100.419,6.2629
Malaysia,2022,Malaysia: Flood - Perak (Manjung) - 15/11/2022,277,Weather related,Flood,Flood,Manjung,100.665,4.195
Malaysia,2022,Malaysia: Flood - Perak (Perak Tengah) - 05/11/2022,343,Weather related,Flood,Flood,Perak Tengah,100.9022,4.3541
Malaysia,2022,Malaysia: Flood - Perak (Kerian) - 14/11/2022,53,Weather related,Flood,Flood,Kerian,100.5333,5.0167
Malaysia,2022,Malaysia: Flood - Perak (Hulu Perak) - 16/11/2022,89,Weather related,Flood,Flood,Hulu Perak,101.3283,5.4287
Malaysia,2022,Malaysia: Flood - Kelantan (Tanah Merah) - 11/11/2022,28,Weather related,Flood,Flood,Tanah Merah,102.15,5.8
Malaysia,2022,Malaysia: Flood - Selangor (Shah Alam) - 10/11/2022,35,Weather related,Flood,Flood,Shah Alam,101.5183,3.0738
Malaysia,2022,Malaysia: Flood - Selangor (Hulu Langat) - 17/11/2022,62,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2022,Malaysia: Flood - Pulau Pinang (Seberang Perai Timur) - 11/11/2022,210,Weather related,Flood,Flood,Seberang Perai Timur,100.4667,5.3667
Malaysia,2022,Malaysia: Flood - Pulau Pinang (Seberang Perai Utara) - 12/11/2022,192,Weather related,Flood,Flood,Seberang Perai Utara,100.4333,5.4333
Malaysia,2022,Malaysia: Flood - Melaka (Melaka Tengah) - 15/11/2022,16,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2022,Malaysia: Flood -  Perak (Batang Padang) - 13/12/2022,15,Weather related,Flood,Flood,Batang Padang,101.25,4.1667
Malaysia,2022,Malaysia: Floods - Melaka (Alor Gajah) - 01/12/2022,28,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2022,Malaysia: Floods - Selangor (Kuala Langat) - 02/12/2022,13,Weather related,Flood,Flood,Kuala Langat,101.5005,2.8136
Malaysia,2022,Malaysia: Floods - Selangor (Petaling) - 03/12/2022,39,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Floods - Selangor (Sepang) - 03/12/2022,100,Weather related,Flood,Flood,Sepang,101.7501,2.6953
Malaysia,2022,Malaysia: Floods - Selangor (Kuala Selangor) - 22/12/2022,31,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2022,"Malaysia: Floods - Perak (Larut, Matang dan Selama) - 04/12/2022",98,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2022,Malaysia: Floods - Perak (Hilir Perak) - 09/12/2022,250,Weather related,Flood,Flood,Hilir Perak,100.9859,4.0041
Malaysia,2022,Malaysia: Floods - Perak (Manjung) - 13/12/2022,28,Weather related,Flood,Flood,Manjung,100.665,4.195
Malaysia,2022,Malaysia: Floods - Perak (Muallim) - 13/12/2022,15,Weather related,Flood,Flood,Muallim,101.5303,3.8055
Malaysia,2022,Malaysia: Floods - Perak (Perak Tengah) - 12/12/2022,11,Weather related,Flood,Flood,Perak Tengah,100.9022,4.3541
Malaysia,2022,Malaysia: Floods - Perak (Kampar) - 15/12/2022,7,Weather related,Flood,Flood,Kampar,101.15,4.3039
Malaysia,2022,Malaysia: Floods - Pahang (Raub) - 07/12/2022,402,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2022,Malaysia: Floods - Pahang (Kuala Lipis) - 07/12/2022,277,Weather related,Flood,Flood,Kuala Lipis,102.0534,4.1842
Malaysia,2022,Malaysia: Floods - Pahang (Temerloh) - 08/12/2022,383,Weather related,Flood,Flood,Temerloh,102.4176,3.4484
Malaysia,2022,Malaysia: Floods - Pahang (Bera) - 09/12/2022,35,Weather related,Flood,Flood,Bera,102.5167,3.2667
Malaysia,2022,Malaysia: Floods - Pahang (Jerantut) - 10/12/2022,39,Weather related,Flood,Flood,Jerantut,102.3626,3.936
Malaysia,2022,Malaysia: Floods - Pahang (Pekan) - 12/12/2022,142,Weather related,Flood,Flood,Pekan,103.3996,3.49
Malaysia,2022,Malaysia: Floods - Pahang (Kuantan) - 19/12/2022,1002,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2022,Malaysia: Floods - Kelantan (Kota Bharu) - 09/12/2022,4834,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2022,Malaysia: Floods - Kelantan (Jeli) - 18/12/2022,618,Weather related,Flood,Flood,Jeli,101.8458,5.6961
Malaysia,2022,Malaysia: Floods - Kelantan (Machang) - 18/12/2022,1203,Weather related,Flood,Flood,Machang,102.2167,5.7667
Malaysia,2022,Malaysia: Floods - Kelantan (Kuala Krai) - 18/12/2022,3522,Weather related,Flood,Flood,Kuala Krai,102.2,5.5333
Malaysia,2022,Malaysia: Floods - Kelantan (Pasir Mas) - 10/12/2022,15424,Weather related,Flood,Flood,Pasir Mas,102.1408,6.0401
Malaysia,2022,Malaysia: Floods - Kelantan (Pasir Puteh) - 18/12/2022,6305,Weather related,Flood,Flood,Pasir Puteh,102.4,5.8333
Malaysia,2022,Malaysia: Floods - Kelantan (Tanah Merah) - 18/12/2022,1700,Weather related,Flood,Flood,Tanah Merah,102.15,5.8
Malaysia,2022,Malaysia: Floods - Kelantan (Bachok) - 18/12/2022,1705,Weather related,Flood,Flood,Bachok,102.4,6.0667
Malaysia,2022,Malaysia: Floods - Kelantan (Tumpat) - 18/12/2022,6070,Weather related,Flood,Flood,Tumpat,102.1673,6.1963
Malaysia,2022,Malaysia: Floods - Terengganu (Kuala Terengganu) - 09/12/2022,3552,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2022,Malaysia: Floods - Terengganu (Besut) - 09/12/2022,12965,Weather related,Flood,Flood,Besut,102.5,5.7167
Malaysia,2022,Malaysia: Floods - Terengganu (Kuala Nerus) - 09/12/2022,4240,Weather related,Flood,Flood,Kuala Nerus,103.0883,5.3789
Malaysia,2022,Malaysia: Floods - Terengganu (Setiu) - 09/12/2022,6439,Weather related,Flood,Flood,Setiu,102.75,5.5
Malaysia,2022,Malaysia: Floods - Terengganu (Kemaman) - 10/12/2022,14668,Weather related,Flood,Flood,Kemaman,103.3333,4.2333
Malaysia,2022,Malaysia: Floods - Terengganu (Dungun) - 10/12/2022,6442,Weather related,Flood,Flood,Dungun,103.4167,4.75
Malaysia,2022,Malaysia: Floods - Terengganu (Hulu Terengganu) - 14/12/2022,7660,Weather related,Flood,Flood,Hulu Terengganu,102.9167,5.0833
Malaysia,2022,Malaysia: Floods - Terengganu (Marang) - 18/12/2022,1828,Weather related,Flood,Flood,Marang,103.2,5.2
Malaysia,2022,Malaysia: Floods - Johor (Segamat) - 11/12/2022,75,Weather related,Flood,Flood,Segamat,102.8158,2.5147
Malaysia,2022,Malaysia: Landslide - Selangor (Hulu Selangor) - 16/12/2022,92,Weather related,Mass Movement,Landslide/Wet mass movement,Hulu Selangor,101.6508,3.5656
Malaysia,2022,Malaysia: Landslide - Selangor (Petaling) - 03/12/2022,7,Weather related,Mass Movement,Landslide/Wet mass movement,Petaling,101.5901,3.109
Malaysia,2022,Malaysia: Storm - Perlis (Arau) - 02/12/2022,5,Weather related,Storm,Storm,Arau,100.2667,6.4333
Malaysia,2022,Malaysia: Floods - Perak (Bagan Datuk) - 20/12/2022,26,Weather related,Flood,Flood,Bagan Datuk,100.7833,3.9833
Malaysia,2023,Malaysia: Flood - Johor (Kluang) - 24/01/2023,1423,Weather related,Flood,Flood,Kluang,103.3328,2.0251
Malaysia,2023,Malaysia: Flood - Johor (Segamat) - 24/01/2023,1872,Weather related,Flood,Flood,Segamat,102.8158,2.5147
Malaysia,2023,Malaysia: Flood - Johor (Batu Pahat) - 25/01/2023,1220,Weather related,Flood,Flood,Batu Pahat,102.9288,1.8494
Malaysia,2023,Malaysia: Flood - Johor (Muar) - 25/01/2023,225,Weather related,Flood,Flood,Muar,102.5689,2.0442
Malaysia,2023,Malaysia: Flood - Johor (Pontian) - 25/01/2023,18,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2023,Malaysia: Flood - Pahang (Rompin) - 24/01/2023,367,Weather related,Flood,Flood,Rompin,103.4833,2.8167
Malaysia,2023,Malaysia: Flood - Terengganu (Besut) - 26/01/2023,20,Weather related,Flood,Flood,Besut,102.5,5.7167
Malaysia,2023,Malaysia: Flood - Kedah (Kulim) - 06/02/2023,32,Weather related,Flood,Flood,Kulim,100.56,5.364
Malaysia,2023,Malaysia: Flood - Kelantan (Pasir Mas) - 05/02/2023,28,Weather related,Flood,Flood,Pasir Mas,102.1408,6.0401
Malaysia,2023,Malaysia: Flood - Pahang (Kuantan) - 06/02/2023,4879,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2023,Malaysia: Flood - Pahang (Pekan) - 06/02/2023,119,Weather related,Flood,Flood,Pekan,103.3996,3.49
Malaysia,2023,Malaysia: Flood - Terengganu (Kemaman)  - 06/02/2023,25,Weather related,Flood,Flood,Kemaman,103.3333,4.2333
Malaysia,2023,Malaysia: Flood - Johor (Tangkak) - 26/01/2023,15,Weather related,Flood,Flood,Tangkak,102.5401,2.2683
Malaysia,2023,Malaysia: Flood - Perak (Kampar) - 11/01/2023,93,Weather related,Flood,Flood,Kampar,101.15,4.3039
Malaysia,2023,Malaysia: Flood - Terengganu (Hulu Terengganu) - 12/01/2023,43,Weather related,Flood,Flood,Hulu Terengganu,102.9167,5.0833
Malaysia,2023,Malaysia: Flood - Pahang (Jerantut) - 08/02/2023,12,Weather related,Flood,Flood,Jerantut,102.3626,3.936
Malaysia,2023,Malaysia: Flood - Pahang (Maran) - 09/02/2023,14,Weather related,Flood,Flood,Maran,102.7667,3.5833
Malaysia,2023,Malaysia: Flood - Pahang (Raub) - 09/02/2023,21,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2023,Malaysia: Flood - Perak (Batang Padang) - 14/02/2023,56,Weather related,Flood,Flood,Batang Padang,101.25,4.1667
Malaysia,2023,Malaysia: Flood - Pahang (Bera) - 15/02/2023,18,Weather related,Flood,Flood,Bera,102.5167,3.2667
Malaysia,2023,Malaysia: Flood - Selangor (Hulu Langat) - 14/02/2023,20,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2023,Malaysia: Flood - Johor (Johor Bahru) - 01/03/2023,1888,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2023,Malaysia: Flood - Johor (Kluang) - 01/03/2023,5294,Weather related,Flood,Flood,Kluang,103.3328,2.0251
Malaysia,2023,Malaysia: Flood - Johor (Kulai) - 01/03/2023,1040,Weather related,Flood,Flood,Kulai,103.6009,1.6565
Malaysia,2023,Malaysia: Flood - Johor (Pontian) - 01/03/2023,551,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2023,Malaysia: Flood - Johor (Segamat) - 01/03/2023,16413,Weather related,Flood,Flood,Segamat,102.8158,2.5147
Malaysia,2023,Malaysia: Flood - Johor (Tangkak) - 01/03/2023,4510,Weather related,Flood,Flood,Tangkak,102.5401,2.2683
Malaysia,2023,Malaysia: Flood - Melaka (Alor Gajah) - 01/03/2023,21,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2023,Malaysia: Flood - Melaka (Jasin) - 01/03/2023,692,Weather related,Flood,Flood,Jasin,102.4316,2.3115
Malaysia,2023,Malaysia: Flood - Negeri Sembilan (Jempol) - 01/03/2023,171,Weather related,Flood,Flood,Jempol,102.3833,2.8167
Malaysia,2023,Malaysia: Flood - Negeri Sembilan (Kuala Pilah) - 01/03/2023,62,Weather related,Flood,Flood,Kuala Pilah,102.2487,2.7389
Malaysia,2023,Malaysia: Flood - Negeri Sembilan (Tampin) - 01/03/2023,939,Weather related,Flood,Flood,Tampin,102.2333,2.4667
